Statement Period;Statement Number;Transaction Date;Fee Name;Amount(Include Tax);VAT Amount;Release Status;Release Date;Comment;Order Creation Date;Order Number;Order Line ID;Seller SKU;Lazada SKU;WHT Amount;WHT included in Amount;Order Status;Product Name;Short Code
30 Jun 2026 - 30 Jun 2026;MY1130E-2026-0630;30 Jun 2026;Commission;-7.61;0.564;Released to My Balance;01 Jul 2026;;24 Jun 2026;508859578364273;508859578464273;FRES-PC-SD(MS)-i16Pro-GRY;4775689753_MY-27445211135;0;NO;Confirmed;FRESCOONE SD (MAGNET) Series Liquid Silicone Phone Case  for iPhone 17 16 Pro Max Pro iPhone Air Cover Casing;MY1130E
30 Jun 2026 - 30 Jun 2026;MY1130E-2026-0630;30 Jun 2026;Payment Fee;-1.81;0.1344;Released to My Balance;01 Jul 2026;;24 Jun 2026;508859578364273;508859578464273;FRES-PC-SD(MS)-i16Pro-GRY;4775689753_MY-27445211135;0;NO;Confirmed;FRESCOONE SD (MAGNET) Series Liquid Silicone Phone Case  for iPhone 17 16 Pro Max Pro iPhone Air Cover Casing;MY1130E
30 Jun 2026 - 30 Jun 2026;MY1130E-2026-0630;30 Jun 2026;Item Price Credit;42.7;0;Released to My Balance;01 Jul 2026;;24 Jun 2026;508859578364273;508859578464273;FRES-PC-SD(MS)-i16Pro-GRY;4775689753_MY-27445211135;0;NO;Confirmed;FRESCOONE SD (MAGNET) Series Liquid Silicone Phone Case  for iPhone 17 16 Pro Max Pro iPhone Air Cover Casing;MY1130E
28 Jun 2026 - 28 Jun 2026;MY1130E-2026-0628;28 Jun 2026;Commission;-2.55;0.1888;Released to My Balance;29 Jun 2026;;24 Jun 2026;508833542626662;508833542726662;DDC-WTF-AR-MbookAir/13(22)-CLR;3055340869_MY-16086463658;0;NO;Confirmed;AR FILM Laptop Screen Protector Hydrogel Soft Cover for Macbook Pro 13 14 16 Air 13 15 M1 M2 M3 M4;MY1130E
28 Jun 2026 - 28 Jun 2026;MY1130E-2026-0628;28 Jun 2026;Payment Fee;-0.57;0.0424;Released to My Balance;29 Jun 2026;;24 Jun 2026;508833542626662;508833542726662;DDC-WTF-AR-MbookAir/13(22)-CLR;3055340869_MY-16086463658;0;NO;Confirmed;AR FILM Laptop Screen Protector Hydrogel Soft Cover for Macbook Pro 13 14 16 Air 13 15 M1 M2 M3 M4;MY1130E
28 Jun 2026 - 28 Jun 2026;MY1130E-2026-0628;28 Jun 2026;Item Price Credit;15.2;0;Released to My Balance;29 Jun 2026;;24 Jun 2026;508833542626662;508833542726662;DDC-WTF-AR-MbookAir/13(22)-CLR;3055340869_MY-16086463658;0;NO;Confirmed;AR FILM Laptop Screen Protector Hydrogel Soft Cover for Macbook Pro 13 14 16 Air 13 15 M1 M2 M3 M4;MY1130E
27 Jun 2026 - 27 Jun 2026;MY1130E-2026-0627;27 Jun 2026;Commission;-3.43;0.2544;Released to My Balance;28 Jun 2026;;20 Jun 2026;505444860204461;505444860304461;GKK-PC-AIR2(MS)-ZFlip5-CLR;3825904931_MY-22161575597;0;NO;Confirmed;GKK FULL AIR GUARD Transparent Phone Case for Samsung Galaxy Z Flip 7 FE 7 6 5 Magnetic Shockproof Cover Casing;MY1130E
27 Jun 2026 - 27 Jun 2026;MY1130E-2026-0627;27 Jun 2026;Payment Fee;-0.93;0.0688;Released to My Balance;28 Jun 2026;;20 Jun 2026;505444860204461;505444860304461;GKK-PC-AIR2(MS)-ZFlip5-CLR;3825904931_MY-22161575597;0;NO;Confirmed;GKK FULL AIR GUARD Transparent Phone Case for Samsung Galaxy Z Flip 7 FE 7 6 5 Magnetic Shockproof Cover Casing;MY1130E
27 Jun 2026 - 27 Jun 2026;MY1130E-2026-0627;27 Jun 2026;Item Price Credit;19.3;0;Released to My Balance;28 Jun 2026;;20 Jun 2026;505444860204461;505444860304461;GKK-PC-AIR2(MS)-ZFlip5-CLR;3825904931_MY-22161575597;0;NO;Confirmed;GKK FULL AIR GUARD Transparent Phone Case for Samsung Galaxy Z Flip 7 FE 7 6 5 Magnetic Shockproof Cover Casing;MY1130E
26 Jun 2026 - 26 Jun 2026;MY1130E-2026-0626;26 Jun 2026;Commission;-4.56;0.3376;Released to My Balance;27 Jun 2026;;24 Jun 2026;508868501882740;508868501982740;DUX-PC-FLIP-S/A17-BLU;938018624_MY-26762119639;0;NO;Confirmed;DUX SKINPRO Flip Phone Case for Samsung Galaxy A17 A36 A55 A35 A25 A52/ A52 S 4G 5G;MY1130E
26 Jun 2026 - 26 Jun 2026;MY1130E-2026-0626;26 Jun 2026;Payment Fee;-0.97;0.072;Released to My Balance;27 Jun 2026;;24 Jun 2026;508868501882740;508868501982740;DUX-PC-FLIP-S/A17-BLU;938018624_MY-26762119639;0;NO;Confirmed;DUX SKINPRO Flip Phone Case for Samsung Galaxy A17 A36 A55 A35 A25 A52/ A52 S 4G 5G;MY1130E
26 Jun 2026 - 26 Jun 2026;MY1130E-2026-0626;26 Jun 2026;Item Price Credit;25.6;0;Released to My Balance;27 Jun 2026;;24 Jun 2026;508868501882740;508868501982740;DUX-PC-FLIP-S/A17-BLU;938018624_MY-26762119639;0;NO;Confirmed;DUX SKINPRO Flip Phone Case for Samsung Galaxy A17 A36 A55 A35 A25 A52/ A52 S 4G 5G;MY1130E
24 Jun 2026 - 24 Jun 2026;MY1130E-2026-0624;24 Jun 2026;Commission;-4.86;0.36;Released to My Balance;25 Jun 2026;;21 Jun 2026;508734542932544;508734543032544;7TREE-PC-SHI(MS)-Pixel10ProXL-TP;4285556081_MY-26854955546;0;NO;Confirmed;Hybrid Transparent Magnetic Phone Case for Google Pixel 10 9 Pro XL 10 9 Pro 9A Shockproof Cover Casing;MY1130E
24 Jun 2026 - 24 Jun 2026;MY1130E-2026-0624;24 Jun 2026;Payment Fee;-1.04;0.0768;Released to My Balance;25 Jun 2026;;21 Jun 2026;508734542932544;508734543032544;7TREE-PC-SHI(MS)-Pixel10ProXL-TP;4285556081_MY-26854955546;0;NO;Confirmed;Hybrid Transparent Magnetic Phone Case for Google Pixel 10 9 Pro XL 10 9 Pro 9A Shockproof Cover Casing;MY1130E
24 Jun 2026 - 24 Jun 2026;MY1130E-2026-0624;24 Jun 2026;Item Price Credit;27.3;0;Released to My Balance;25 Jun 2026;;21 Jun 2026;508734542932544;508734543032544;7TREE-PC-SHI(MS)-Pixel10ProXL-TP;4285556081_MY-26854955546;0;NO;Confirmed;Hybrid Transparent Magnetic Phone Case for Google Pixel 10 9 Pro XL 10 9 Pro 9A Shockproof Cover Casing;MY1130E
24 Jun 2026 - 24 Jun 2026;MY1130E-2026-0624;24 Jun 2026;Commission;-2.74;0.2032;Released to My Balance;25 Jun 2026;;21 Jun 2026;508729548614295;508729548714295;GKK-PC-AIR2-ZFlip6-CLR;3825904931_MY-23700802619;0;NO;Confirmed;GKK FULL AIR GUARD Transparent Phone Case for Samsung Galaxy Z Flip 7 FE 7 6 5 Magnetic Shockproof Cover Casing;MY1130E
24 Jun 2026 - 24 Jun 2026;MY1130E-2026-0624;24 Jun 2026;Payment Fee;-0.78;0.0576;Released to My Balance;25 Jun 2026;;21 Jun 2026;508729548614295;508729548714295;GKK-PC-AIR2-ZFlip6-CLR;3825904931_MY-23700802619;0;NO;Confirmed;GKK FULL AIR GUARD Transparent Phone Case for Samsung Galaxy Z Flip 7 FE 7 6 5 Magnetic Shockproof Cover Casing;MY1130E
24 Jun 2026 - 24 Jun 2026;MY1130E-2026-0624;24 Jun 2026;Item Price Credit;15.4;0;Released to My Balance;25 Jun 2026;;21 Jun 2026;508729548614295;508729548714295;GKK-PC-AIR2-ZFlip6-CLR;3825904931_MY-23700802619;0;NO;Confirmed;GKK FULL AIR GUARD Transparent Phone Case for Samsung Galaxy Z Flip 7 FE 7 6 5 Magnetic Shockproof Cover Casing;MY1130E
24 Jun 2026 - 24 Jun 2026;MY1130E-2026-0624;24 Jun 2026;Commission;-4.86;0.36;Released to My Balance;25 Jun 2026;;21 Jun 2026;508724142012735;508724142112735;7TREE-PC-SHI(MS)-Honor200Pro-BLK;3817515903_MY-23363684515;0;NO;Confirmed;HYBRID Clear/Matte Magnetic Phone Case for Honor X9D X9C Smart 200 Pro 90 Magic 8 7 6 5 Pro Shockproof Cover Casing;MY1130E
24 Jun 2026 - 24 Jun 2026;MY1130E-2026-0624;24 Jun 2026;Payment Fee;-1.04;0.0768;Released to My Balance;25 Jun 2026;;21 Jun 2026;508724142012735;508724142112735;7TREE-PC-SHI(MS)-Honor200Pro-BLK;3817515903_MY-23363684515;0;NO;Confirmed;HYBRID Clear/Matte Magnetic Phone Case for Honor X9D X9C Smart 200 Pro 90 Magic 8 7 6 5 Pro Shockproof Cover Casing;MY1130E
24 Jun 2026 - 24 Jun 2026;MY1130E-2026-0624;24 Jun 2026;Item Price Credit;27.3;0;Released to My Balance;25 Jun 2026;;21 Jun 2026;508724142012735;508724142112735;7TREE-PC-SHI(MS)-Honor200Pro-BLK;3817515903_MY-23363684515;0;NO;Confirmed;HYBRID Clear/Matte Magnetic Phone Case for Honor X9D X9C Smart 200 Pro 90 Magic 8 7 6 5 Pro Shockproof Cover Casing;MY1130E
23 Jun 2026 - 23 Jun 2026;MY1130E-2026-0623;23 Jun 2026;Commission;-2.8;0.2072;Released to My Balance;24 Jun 2026;;21 Jun 2026;505458249924462;505458250224462;ZFRI-SP-GOR-i17ProMax-CLR;3832505813_MY-26277806856;0;NO;Confirmed;FRESCO GORILLA Clear/Privacy Tempered Glass Screen Protector for iPhone 17 16 15 14 13 12 11 Pro Max Plus Air XS Max XR;MY1130E
23 Jun 2026 - 23 Jun 2026;MY1130E-2026-0623;23 Jun 2026;Payment Fee;-0.66;0.0488;Released to My Balance;24 Jun 2026;;21 Jun 2026;505458249924462;505458250224462;ZFRI-SP-GOR-i17ProMax-CLR;3832505813_MY-26277806856;0;NO;Confirmed;FRESCO GORILLA Clear/Privacy Tempered Glass Screen Protector for iPhone 17 16 15 14 13 12 11 Pro Max Plus Air XS Max XR;MY1130E
23 Jun 2026 - 23 Jun 2026;MY1130E-2026-0623;23 Jun 2026;Item Price Credit;15.7;0;Released to My Balance;24 Jun 2026;;21 Jun 2026;505458249924462;505458250224462;ZFRI-SP-GOR-i17ProMax-CLR;3832505813_MY-26277806856;0;NO;Confirmed;FRESCO GORILLA Clear/Privacy Tempered Glass Screen Protector for iPhone 17 16 15 14 13 12 11 Pro Max Plus Air XS Max XR;MY1130E
23 Jun 2026 - 23 Jun 2026;MY1130E-2026-0623;23 Jun 2026;Commission;-2.8;0.2072;Released to My Balance;24 Jun 2026;;21 Jun 2026;505458249924462;505458250124462;ZFRI-SP-GOR-i17ProMax-CLR;3832505813_MY-26277806856;0;NO;Confirmed;FRESCO GORILLA Clear/Privacy Tempered Glass Screen Protector for iPhone 17 16 15 14 13 12 11 Pro Max Plus Air XS Max XR;MY1130E
23 Jun 2026 - 23 Jun 2026;MY1130E-2026-0623;23 Jun 2026;Payment Fee;-0.66;0.0488;Released to My Balance;24 Jun 2026;;21 Jun 2026;505458249924462;505458250124462;ZFRI-SP-GOR-i17ProMax-CLR;3832505813_MY-26277806856;0;NO;Confirmed;FRESCO GORILLA Clear/Privacy Tempered Glass Screen Protector for iPhone 17 16 15 14 13 12 11 Pro Max Plus Air XS Max XR;MY1130E
23 Jun 2026 - 23 Jun 2026;MY1130E-2026-0623;23 Jun 2026;Item Price Credit;15.7;0;Released to My Balance;24 Jun 2026;;21 Jun 2026;505458249924462;505458250124462;ZFRI-SP-GOR-i17ProMax-CLR;3832505813_MY-26277806856;0;NO;Confirmed;FRESCO GORILLA Clear/Privacy Tempered Glass Screen Protector for iPhone 17 16 15 14 13 12 11 Pro Max Plus Air XS Max XR;MY1130E
23 Jun 2026 - 23 Jun 2026;MY1130E-2026-0623;23 Jun 2026;Commission;-2.8;0.2072;Released to My Balance;24 Jun 2026;;21 Jun 2026;505458249924462;505458250024462;ZFRI-SP-GOR-i17ProMax-CLR;3832505813_MY-26277806856;0;NO;Confirmed;FRESCO GORILLA Clear/Privacy Tempered Glass Screen Protector for iPhone 17 16 15 14 13 12 11 Pro Max Plus Air XS Max XR;MY1130E
23 Jun 2026 - 23 Jun 2026;MY1130E-2026-0623;23 Jun 2026;Payment Fee;-0.66;0.0488;Released to My Balance;24 Jun 2026;;21 Jun 2026;505458249924462;505458250024462;ZFRI-SP-GOR-i17ProMax-CLR;3832505813_MY-26277806856;0;NO;Confirmed;FRESCO GORILLA Clear/Privacy Tempered Glass Screen Protector for iPhone 17 16 15 14 13 12 11 Pro Max Plus Air XS Max XR;MY1130E
23 Jun 2026 - 23 Jun 2026;MY1130E-2026-0623;23 Jun 2026;Item Price Credit;15.7;0;Released to My Balance;24 Jun 2026;;21 Jun 2026;505458249924462;505458250024462;ZFRI-SP-GOR-i17ProMax-CLR;3832505813_MY-26277806856;0;NO;Confirmed;FRESCO GORILLA Clear/Privacy Tempered Glass Screen Protector for iPhone 17 16 15 14 13 12 11 Pro Max Plus Air XS Max XR;MY1130E
23 Jun 2026 - 23 Jun 2026;MY1130E-2026-0623;23 Jun 2026;Commission;-4.86;0.36;Released to My Balance;24 Jun 2026;;21 Jun 2026;508703591724966;508703591824966;7TREE-PC-SHI(MS)-Pixel10/10Pro-BLK;4285556081_MY-26854955549;0;NO;Confirmed;Hybrid Transparent Magnetic Phone Case for Google Pixel 10 9 Pro XL 10 9 Pro 9A Shockproof Cover Casing;MY1130E
23 Jun 2026 - 23 Jun 2026;MY1130E-2026-0623;23 Jun 2026;Payment Fee;-1.12;0.0832;Released to My Balance;24 Jun 2026;;21 Jun 2026;508703591724966;508703591824966;7TREE-PC-SHI(MS)-Pixel10/10Pro-BLK;4285556081_MY-26854955549;0;NO;Confirmed;Hybrid Transparent Magnetic Phone Case for Google Pixel 10 9 Pro XL 10 9 Pro 9A Shockproof Cover Casing;MY1130E
23 Jun 2026 - 23 Jun 2026;MY1130E-2026-0623;23 Jun 2026;Item Price Credit;27.3;0;Released to My Balance;24 Jun 2026;;21 Jun 2026;508703591724966;508703591824966;7TREE-PC-SHI(MS)-Pixel10/10Pro-BLK;4285556081_MY-26854955549;0;NO;Confirmed;Hybrid Transparent Magnetic Phone Case for Google Pixel 10 9 Pro XL 10 9 Pro 9A Shockproof Cover Casing;MY1130E
21 Jun 2026 - 21 Jun 2026;MY1130E-2026-0621;21 Jun 2026;Commission;-2.69;0.1992;Released to My Balance;22 Jun 2026;;18 Jun 2026;505324238774095;505324238874095;ZFRI-CL-FULLG-17ProMax-BLU;4855262241_MY-27624802328;0;NO;Confirmed;Alloy Metal Full Cover Camera Lens Protector for iPhone 17 Pro Max 17 Pro Mobile Lens Film;MY1130E
21 Jun 2026 - 21 Jun 2026;MY1130E-2026-0621;21 Jun 2026;Payment Fee;-0.57;0.0424;Released to My Balance;22 Jun 2026;;18 Jun 2026;505324238774095;505324238874095;ZFRI-CL-FULLG-17ProMax-BLU;4855262241_MY-27624802328;0;NO;Confirmed;Alloy Metal Full Cover Camera Lens Protector for iPhone 17 Pro Max 17 Pro Mobile Lens Film;MY1130E
21 Jun 2026 - 21 Jun 2026;MY1130E-2026-0621;21 Jun 2026;Item Price Credit;15.1;0;Released to My Balance;22 Jun 2026;;18 Jun 2026;505324238774095;505324238874095;ZFRI-CL-FULLG-17ProMax-BLU;4855262241_MY-27624802328;0;NO;Confirmed;Alloy Metal Full Cover Camera Lens Protector for iPhone 17 Pro Max 17 Pro Mobile Lens Film;MY1130E
20 Jun 2026 - 20 Jun 2026;MY1130E-2026-0620;20 Jun 2026;Commission;-4.86;0.36;Released to My Balance;21 Jun 2026;;18 Jun 2026;508580731024101;508580731124101;7TREE-PC-SHI(MS)-Pixel9Pro-BLK;4285556081_MY-24207929491;0;NO;Confirmed;Hybrid Transparent Magnetic Phone Case for Google Pixel 10 9 Pro XL 10 9 Pro 9A Shockproof Cover Casing;MY1130E
20 Jun 2026 - 20 Jun 2026;MY1130E-2026-0620;20 Jun 2026;Payment Fee;-1.12;0.0832;Released to My Balance;21 Jun 2026;;18 Jun 2026;508580731024101;508580731124101;7TREE-PC-SHI(MS)-Pixel9Pro-BLK;4285556081_MY-24207929491;0;NO;Confirmed;Hybrid Transparent Magnetic Phone Case for Google Pixel 10 9 Pro XL 10 9 Pro 9A Shockproof Cover Casing;MY1130E
20 Jun 2026 - 20 Jun 2026;MY1130E-2026-0620;20 Jun 2026;Item Price Credit;27.3;0;Released to My Balance;21 Jun 2026;;18 Jun 2026;508580731024101;508580731124101;7TREE-PC-SHI(MS)-Pixel9Pro-BLK;4285556081_MY-24207929491;0;NO;Confirmed;Hybrid Transparent Magnetic Phone Case for Google Pixel 10 9 Pro XL 10 9 Pro 9A Shockproof Cover Casing;MY1130E
20 Jun 2026 - 20 Jun 2026;MY1130E-2026-0620;20 Jun 2026;Commission;-2.74;0.2032;Released to My Balance;21 Jun 2026;;14 Jun 2026;505112800912622;505112801012622;GKK-PC-AIR2-ZFlip6-BLK;3825904931_MY-23700802622;0;NO;Confirmed;GKK FULL AIR GUARD Transparent Phone Case for Samsung Galaxy Z Flip 7 FE 7 6 5 Magnetic Shockproof Cover Casing;MY1130E
20 Jun 2026 - 20 Jun 2026;MY1130E-2026-0620;20 Jun 2026;Payment Fee;-0.73;0.0544;Released to My Balance;21 Jun 2026;;14 Jun 2026;505112800912622;505112801012622;GKK-PC-AIR2-ZFlip6-BLK;3825904931_MY-23700802622;0;NO;Confirmed;GKK FULL AIR GUARD Transparent Phone Case for Samsung Galaxy Z Flip 7 FE 7 6 5 Magnetic Shockproof Cover Casing;MY1130E
20 Jun 2026 - 20 Jun 2026;MY1130E-2026-0620;20 Jun 2026;Item Price Credit;15.4;0;Released to My Balance;21 Jun 2026;;14 Jun 2026;505112800912622;505112801012622;GKK-PC-AIR2-ZFlip6-BLK;3825904931_MY-23700802622;0;NO;Confirmed;GKK FULL AIR GUARD Transparent Phone Case for Samsung Galaxy Z Flip 7 FE 7 6 5 Magnetic Shockproof Cover Casing;MY1130E
19 Jun 2026 - 19 Jun 2026;MY1130E-2026-0619;19 Jun 2026;Commission;-0.79;0.0584;Released to My Balance;20 Jun 2026;;15 Jun 2026;505155428070875;505155428270875;OEM-CL-YITI-S23-CLR;494128859_MY-18192703748;0;NO;Confirmed;CAMERA GLASS Lens Front Screen Protector for Samsung Galaxy Z Flip 6 5 4 3 / Z Fold 6 5 4 / S24 Plus S23 Ultra Plus;MY1130E
19 Jun 2026 - 19 Jun 2026;MY1130E-2026-0619;19 Jun 2026;Payment Fee;-0.16;0.012;Released to My Balance;20 Jun 2026;;15 Jun 2026;505155428070875;505155428270875;OEM-CL-YITI-S23-CLR;494128859_MY-18192703748;0;NO;Confirmed;CAMERA GLASS Lens Front Screen Protector for Samsung Galaxy Z Flip 6 5 4 3 / Z Fold 6 5 4 / S24 Plus S23 Ultra Plus;MY1130E
19 Jun 2026 - 19 Jun 2026;MY1130E-2026-0619;19 Jun 2026;Item Price Credit;4.4;0;Released to My Balance;20 Jun 2026;;15 Jun 2026;505155428070875;505155428270875;OEM-CL-YITI-S23-CLR;494128859_MY-18192703748;0;NO;Confirmed;CAMERA GLASS Lens Front Screen Protector for Samsung Galaxy Z Flip 6 5 4 3 / Z Fold 6 5 4 / S24 Plus S23 Ultra Plus;MY1130E
19 Jun 2026 - 19 Jun 2026;MY1130E-2026-0619;19 Jun 2026;Commission;-12.2;0.904;Released to My Balance;20 Jun 2026;;15 Jun 2026;505155428070875;505155428170875;GKK-PC-STAND(MS)-MagicV5-BLK;4761502266_MY-26816456565;0;NO;Confirmed;Standing Magnetic Phone Case for Honor Magic V5 PC with Tempered Glass Screen Shockproof Cover Casing;MY1130E
19 Jun 2026 - 19 Jun 2026;MY1130E-2026-0619;19 Jun 2026;Payment Fee;-2.59;0.192;Released to My Balance;20 Jun 2026;;15 Jun 2026;505155428070875;505155428170875;GKK-PC-STAND(MS)-MagicV5-BLK;4761502266_MY-26816456565;0;NO;Confirmed;Standing Magnetic Phone Case for Honor Magic V5 PC with Tempered Glass Screen Shockproof Cover Casing;MY1130E
19 Jun 2026 - 19 Jun 2026;MY1130E-2026-0619;19 Jun 2026;Item Price Credit;68.5;0;Released to My Balance;20 Jun 2026;;15 Jun 2026;505155428070875;505155428170875;GKK-PC-STAND(MS)-MagicV5-BLK;4761502266_MY-26816456565;0;NO;Confirmed;Standing Magnetic Phone Case for Honor Magic V5 PC with Tempered Glass Screen Shockproof Cover Casing;MY1130E
18 Jun 2026 - 18 Jun 2026;MY1130E-2026-0618;18 Jun 2026;Payment Fee Credit;1.44;0.1064;Released to My Balance;19 Jun 2026;Payment fee refund due to return with Change of Mind.;05 Jun 2026;504495051865308;504495051965308;KDZ-PC-STAN-ZFlip5-BLK;4193493080_MY-23762231369;0;NO;Returned;Magnetic RING STAND Flip Phone Case for Samsung Galaxy Z Flip 7 FE 7 6 5 Rotating Bracket Cover Casing;MY1130E
18 Jun 2026 - 18 Jun 2026;MY1130E-2026-0618;18 Jun 2026;Reversal Commission;6.54;0.4848;Released to My Balance;19 Jun 2026;;05 Jun 2026;504495051865308;504495051965308;KDZ-PC-STAN-ZFlip5-BLK;4193493080_MY-23762231369;0;NO;Returned;Magnetic RING STAND Flip Phone Case for Samsung Galaxy Z Flip 7 FE 7 6 5 Rotating Bracket Cover Casing;MY1130E
18 Jun 2026 - 18 Jun 2026;MY1130E-2026-0618;18 Jun 2026;Reversal Item Price;-36.7;0;Released to My Balance;19 Jun 2026;;05 Jun 2026;504495051865308;504495051965308;KDZ-PC-STAN-ZFlip5-BLK;4193493080_MY-23762231369;0;NO;Returned;Magnetic RING STAND Flip Phone Case for Samsung Galaxy Z Flip 7 FE 7 6 5 Rotating Bracket Cover Casing;MY1130E
17 Jun 2026 - 17 Jun 2026;MY1130E-2026-0617;17 Jun 2026;Sponsored Affiliates;-1.54;0.1144;Released to My Balance;18 Jun 2026;Delivered;11 Jun 2026;508233902553165;508233902653165;DUX-SP-2.5D-PadSE11(2024);2420728758_MY-24201329432;0;NO;Confirmed;DUX 9H HD Clear Screen Protector Full Tempered Glass for Huawei MatePad SE 11 2024 Pro 12.6/ Mate Pad 11/10.95 (2021);MY1130E
16 Jun 2026 - 16 Jun 2026;MY1130E-2026-0616;16 Jun 2026;Commission;-4.86;0.36;Released to My Balance;17 Jun 2026;;10 Jun 2026;508176134005985;508176134105985;7TREE-PC-SHI(MS)-Pixel9Pro-TP;4285556081_MY-24207929492;0;NO;Confirmed;Hybrid Transparent Magnetic Phone Case for Google Pixel 10 9 Pro XL 10 9 Pro 9A Shockproof Cover Casing;MY1130E
16 Jun 2026 - 16 Jun 2026;MY1130E-2026-0616;16 Jun 2026;Payment Fee;-1.23;0.0912;Released to My Balance;17 Jun 2026;;10 Jun 2026;508176134005985;508176134105985;7TREE-PC-SHI(MS)-Pixel9Pro-TP;4285556081_MY-24207929492;0;NO;Confirmed;Hybrid Transparent Magnetic Phone Case for Google Pixel 10 9 Pro XL 10 9 Pro 9A Shockproof Cover Casing;MY1130E
16 Jun 2026 - 16 Jun 2026;MY1130E-2026-0616;16 Jun 2026;Item Price Credit;27.3;0;Released to My Balance;17 Jun 2026;;10 Jun 2026;508176134005985;508176134105985;7TREE-PC-SHI(MS)-Pixel9Pro-TP;4285556081_MY-24207929492;0;NO;Confirmed;Hybrid Transparent Magnetic Phone Case for Google Pixel 10 9 Pro XL 10 9 Pro 9A Shockproof Cover Casing;MY1130E
16 Jun 2026 - 16 Jun 2026;MY1130E-2026-0616;16 Jun 2026;Commission;-4.26;0.3152;Released to My Balance;17 Jun 2026;;11 Jun 2026;508233902553165;508233902653165;DUX-SP-2.5D-PadSE11(2024);2420728758_MY-24201329432;0;NO;Confirmed;DUX 9H HD Clear Screen Protector Full Tempered Glass for Huawei MatePad SE 11 2024 Pro 12.6/ Mate Pad 11/10.95 (2021);MY1130E
16 Jun 2026 - 16 Jun 2026;MY1130E-2026-0616;16 Jun 2026;Payment Fee;-1.17;0.0864;Released to My Balance;17 Jun 2026;;11 Jun 2026;508233902553165;508233902653165;DUX-SP-2.5D-PadSE11(2024);2420728758_MY-24201329432;0;NO;Confirmed;DUX 9H HD Clear Screen Protector Full Tempered Glass for Huawei MatePad SE 11 2024 Pro 12.6/ Mate Pad 11/10.95 (2021);MY1130E
16 Jun 2026 - 16 Jun 2026;MY1130E-2026-0616;16 Jun 2026;Item Price Credit;23.9;0;Released to My Balance;17 Jun 2026;;11 Jun 2026;508233902553165;508233902653165;DUX-SP-2.5D-PadSE11(2024);2420728758_MY-24201329432;0;NO;Confirmed;DUX 9H HD Clear Screen Protector Full Tempered Glass for Huawei MatePad SE 11 2024 Pro 12.6/ Mate Pad 11/10.95 (2021);MY1130E
16 Jun 2026 - 16 Jun 2026;MY1130E-2026-0616;16 Jun 2026;Commission;-1.7;0.1256;Released to My Balance;17 Jun 2026;;13 Jun 2026;505054279965629;505054280065629;MXX-WTF-S24Ultra-CLR;448375078_MY-22820620862;0;NO;Confirmed;Hydrogel Screen Protector Film for Samsung Galaxy S24 Ultra Plus S22 Ultra Plus S21 Plus S20 Ultra Waterfilm;MY1130E
16 Jun 2026 - 16 Jun 2026;MY1130E-2026-0616;16 Jun 2026;Payment Fee;-0.45;0.0336;Released to My Balance;17 Jun 2026;;13 Jun 2026;505054279965629;505054280065629;MXX-WTF-S24Ultra-CLR;448375078_MY-22820620862;0;NO;Confirmed;Hydrogel Screen Protector Film for Samsung Galaxy S24 Ultra Plus S22 Ultra Plus S21 Plus S20 Ultra Waterfilm;MY1130E
16 Jun 2026 - 16 Jun 2026;MY1130E-2026-0616;16 Jun 2026;Item Price Credit;9.5;0;Released to My Balance;17 Jun 2026;;13 Jun 2026;505054279965629;505054280065629;MXX-WTF-S24Ultra-CLR;448375078_MY-22820620862;0;NO;Confirmed;Hydrogel Screen Protector Film for Samsung Galaxy S24 Ultra Plus S22 Ultra Plus S21 Plus S20 Ultra Waterfilm;MY1130E
15 Jun 2026 - 15 Jun 2026;MY1130E-2026-0615;15 Jun 2026;Commission;-5.56;0.412;Released to My Balance;16 Jun 2026;;08 Jun 2026;504796857350381;504796857450381;DDC-LC-CRYS-MbookAir/13(22)-CLR;2962151261_MY-16542146503;0;NO;Confirmed;CRYSTAL Clear Hard Laptop Case for MacBook Air 15 13 Pro 16 14 13 M1 M2 M3 M4 M5 Cover Casing;MY1130E
15 Jun 2026 - 15 Jun 2026;MY1130E-2026-0615;15 Jun 2026;Payment Fee;-1.33;0.0984;Released to My Balance;16 Jun 2026;;08 Jun 2026;504796857350381;504796857450381;DDC-LC-CRYS-MbookAir/13(22)-CLR;2962151261_MY-16542146503;0;NO;Confirmed;CRYSTAL Clear Hard Laptop Case for MacBook Air 15 13 Pro 16 14 13 M1 M2 M3 M4 M5 Cover Casing;MY1130E
15 Jun 2026 - 15 Jun 2026;MY1130E-2026-0615;15 Jun 2026;Item Price Credit;33.2;0;Released to My Balance;16 Jun 2026;;08 Jun 2026;504796857350381;504796857450381;DDC-LC-CRYS-MbookAir/13(22)-CLR;2962151261_MY-16542146503;0;NO;Confirmed;CRYSTAL Clear Hard Laptop Case for MacBook Air 15 13 Pro 16 14 13 M1 M2 M3 M4 M5 Cover Casing;MY1130E
15 Jun 2026 - 15 Jun 2026;MY1130E-2026-0615;15 Jun 2026;Commission;-4.22;0.3128;Released to My Balance;16 Jun 2026;;08 Jun 2026;504785016864065;504785016964065;DUX-PC-FLIP-S23Ultra-BLK;468606483_MY-18185839586;0;NO;Confirmed;DUX SKINPRO Flip Phone Case for Samsung S26 S25 Edge S25 S23 S22 Ultra Plus FE S21 FE S20 Note 20 Ultra Cover Casing;MY1130E
